rowid	MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRJBUTE_Clade	ATTRIBUTE_Genus	ATTRIBUTE_BrazilianBiome	ENVOEnvironmentBiome	ATTRIBUTE_WorldwideBiome	ATTRIBUTE_Humidity	ATTRIBUTE_CollectionSeason	ATTRIBUTE_Habit	ATTRIBUTE_PlantPart	id
108	MSV000085119	P2_B7_BF3_01_54613.mzXML	plant	plant_angiospermae	151831|Heteropterys tomentosa	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	106		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/26/2012 12:00	Brazil	not applicable	-18.54487|-53.13146			MSV000085119_106	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	107
326	MSV000085119	P5_B7_GB7_01_53945.mzXML	plant	plant_angiospermae	151831|Heteropterys tomentosa	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	106		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/26/2012 12:00	Brazil	not applicable	-18.54487|-53.13146			MSV000085119_106	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	325
506	MSV000085119	P2_B7_GB7_01_54238.mzXML	plant	plant_angiospermae	151831|Heteropterys tomentosa	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	106		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/26/2012 12:00	Brazil	not applicable	-18.54487|-53.13146			MSV000085119_106	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	505
724	MSV000085119	P5_B7_BB7_01_54518.mzXML	plant	plant_angiospermae	151831|Heteropterys tomentosa	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	106		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/26/2012 12:00	Brazil	not applicable	-18.54487|-53.13146			MSV000085119_106	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	723
109	MSV000085119	P2_B8_BB8_01_53666.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	107		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_107	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	108
110	MSV000085119	P2_B9_BA5_01_54614.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	108		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_108	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	109
327	MSV000085119	P5_B8_GB8_01_53946.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	107		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_107	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	326
328	MSV000085119	P5_B9_GB9_01_53947.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	108		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_108	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	327
507	MSV000085119	P2_B8_GB8_01_54239.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	107		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_107	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	506
508	MSV000085119	P2_B9_GB9_01_54240.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	108		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_108	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	507
725	MSV000085119	P5_B8_BB8_01_54519.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	107		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_107	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	724
726	MSV000085119	P5_B9_BE11_01_54681.mzXML	plant	plant_angiospermae	151831|Heteropterys umbellata	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	108		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_108	not applicable	not applicable	not applicable	H	Heteropterys	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	725
140	MSV000085119	P2_E6_BE6_01_53702.mzXML	plant	plant_angiospermae	151855|Niedenzuella stannea	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	138		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/12/2013 12:00	Brazil	not applicable	-10.79677|-49.62462			MSV000085119_138	not applicable	not applicable	not applicable	H	Niedenzuella	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Liana	leaf	139
358	MSV000085119	P5_E6_GE6_01_53985.mzXML	plant	plant_angiospermae	151855|Niedenzuella stannea	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	138		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/12/2013 12:00	Brazil	not applicable	-10.79677|-49.62462			MSV000085119_138	not applicable	not applicable	not applicable	H	Niedenzuella	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Liana	leaf	357
538	MSV000085119	P2_E6_GE6_01_54276.mzXML	plant	plant_angiospermae	151855|Niedenzuella stannea	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	138		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/12/2013 12:00	Brazil	not applicable	-10.79677|-49.62462			MSV000085119_138	not applicable	not applicable	not applicable	H	Niedenzuella	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Liana	leaf	537
756	MSV000085119	P5_E6_BE6_01_54556.mzXML	plant	plant_angiospermae	151855|Niedenzuella stannea	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	138		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/12/2013 12:00	Brazil	not applicable	-10.79677|-49.62462			MSV000085119_138	not applicable	not applicable	not applicable	H	Niedenzuella	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Liana	leaf	755
142	MSV000085119	P2_E8_BE8_01_53704.mzXML	plant	plant_angiospermae	151863|Peixotoa glabra	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	140		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/01/2017 12:00	Brazil	not applicable	-18.46882|-43.49218			MSV000085119_140	not applicable	not applicable	not applicable	J	Peixotoa	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	141
360	MSV000085119	P5_E8_GE8_01_53987.mzXML	plant	plant_angiospermae	151863|Peixotoa glabra	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	140		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/01/2017 12:00	Brazil	not applicable	-18.46882|-43.49218			MSV000085119_140	not applicable	not applicable	not applicable	J	Peixotoa	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	359
540	MSV000085119	P2_E8_GE8_01_54278.mzXML	plant	plant_angiospermae	151863|Peixotoa glabra	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	140		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/01/2017 12:00	Brazil	not applicable	-18.46882|-43.49218			MSV000085119_140	not applicable	not applicable	not applicable	J	Peixotoa	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	539
758	MSV000085119	P5_E8_BE8_01_54558.mzXML	plant	plant_angiospermae	151863|Peixotoa glabra	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	140		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/01/2017 12:00	Brazil	not applicable	-18.46882|-43.49218			MSV000085119_140	not applicable	not applicable	not applicable	J	Peixotoa	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	757
171	MSV000085119	P2_H4_BH4_01_53739.mzXML	plant	plant_angiospermae	151876|Stigmaphyllon occidentale	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	169		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/11/2009 12:00	Brazil	not applicable	-10.54601|-46.41136			MSV000085119_169	not applicable	not applicable	not applicable	J	Stigmaphyllon	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Shrub	leaf	170
389	MSV000085119	P5_H4_GH4_01_54022.mzXML	plant	plant_angiospermae	151876|Stigmaphyllon occidentale	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	169		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/11/2009 12:00	Brazil	not applicable	-10.54601|-46.41136			MSV000085119_169	not applicable	not applicable	not applicable	J	Stigmaphyllon	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Shrub	leaf	388
569	MSV000085119	P2_H4_GH4_01_54313.mzXML	plant	plant_angiospermae	151876|Stigmaphyllon occidentale	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	169		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/11/2009 12:00	Brazil	not applicable	-10.54601|-46.41136			MSV000085119_169	not applicable	not applicable	not applicable	J	Stigmaphyllon	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Shrub	leaf	568
787	MSV000085119	P5_H4_BH4_01_54593.mzXML	plant	plant_angiospermae	151876|Stigmaphyllon occidentale	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	169		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/11/2009 12:00	Brazil	not applicable	-10.54601|-46.41136			MSV000085119_169	not applicable	not applicable	not applicable	J	Stigmaphyllon	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Shrub	leaf	786
194	MSV000085119	P3_C4_GC4_01_53773.mzXML	plant	plant_angiospermae	2896607|Tetrapterys ramiflora	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	192		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/19/2012 12:00	Mexico	not applicable	-19.82128|-54.85676			MSV000085119_192	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	193
215	MSV000085119	P3_G1_GG1_01_53802.mzXML	plant	plant_angiospermae	2896607|Tetrapterys ramiflora	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	192		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/19/2012 12:00	Mexico	not applicable	-19.82128|-54.85676			MSV000085119_192	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	214
592	MSV000085119	P3_C4_BC4_01_54347.mzXML	plant	plant_angiospermae	2896607|Tetrapterys ramiflora	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	192		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/19/2012 12:00	Mexico	not applicable	-19.82128|-54.85676			MSV000085119_192	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	591
613	MSV000085119	P3_G1_BG1_01_54376.mzXML	plant	plant_angiospermae	2896607|Tetrapterys ramiflora	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	192		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	10/19/2012 12:00	Mexico	not applicable	-19.82128|-54.85676			MSV000085119_192	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Spring	Liana	leaf	612
189	MSV000085119	P3_B5_GB5_01_53766.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	187		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/15/2013 12:00	Brazil	not applicable	-14.13740|-47.52497			MSV000085119_187	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Shrub	leaf	188
190	MSV000085119	P3_B6_GB6_01_53767.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	188		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_188	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	189
210	MSV000085119	P3_F2_GF2_01_53795.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	187		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/15/2013 12:00	Brazil	not applicable	-14.13740|-47.52497			MSV000085119_187	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Shrub	leaf	209
211	MSV000085119	P3_F3_BF3_01_53796.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	188		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_188	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	210
587	MSV000085119	P3_B5_BB5_01_54340.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	187		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/15/2013 12:00	Brazil	not applicable	-14.13740|-47.52497			MSV000085119_187	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Shrub	leaf	586
588	MSV000085119	P3_B6_BB6_01_54341.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	188		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_188	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	587
608	MSV000085119	P3_F2_BD11_01_54698.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	187		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/15/2013 12:00	Brazil	not applicable	-14.13740|-47.52497			MSV000085119_187	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Summer	Shrub	leaf	607
609	MSV000085119	P3_F3_BF3_01_54370.mzXML	plant	plant_angiospermae	151881|Tetrapterys microphylla	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	188		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_188	not applicable	not applicable	not applicable	H	Glicophyllum	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	608
10	MSV000085119	P1_A8_GA8_01_53373.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	8		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/15/2018 12:00	Brazil	not applicable	-22.32930|-49.04774			MSV000085119_8	not applicable	not applicable	not applicable	H	Alicia	Atlantic forest/Cerrado	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	9
228	MSV000085119	P4_A8_BA8_01_53822.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	8		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/15/2018 12:00	Brazil	not applicable	-22.32930|-49.04774			MSV000085119_8	not applicable	not applicable	not applicable	H	Alicia	Atlantic forest/Cerrado	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	227
408	MSV000085119	P1_A8_BA8_01_54117.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	8		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/15/2018 12:00	Brazil	not applicable	-22.32930|-49.04774			MSV000085119_8	not applicable	not applicable	not applicable	H	Alicia	Atlantic forest/Cerrado	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	407
626	MSV000085119	P4_A8_GA8_01_54396.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	8		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/15/2018 12:00	Brazil	not applicable	-22.32930|-49.04774			MSV000085119_8	not applicable	not applicable	not applicable	H	Alicia	Atlantic forest/Cerrado	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	625
9	MSV000085119	P1_A7_GA7_02_53326.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	7		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	06/26/2012 12:00	Brazil	not applicable	-19.02628|-57.65297			MSV000085119_7	not applicable	not applicable	not applicable	H	Alicia	Pantanal	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	8
227	MSV000085119	P4_A7_BA7_01_53821.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	7		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	06/26/2012 12:00	Brazil	not applicable	-19.02628|-57.65297			MSV000085119_7	not applicable	not applicable	not applicable	H	Alicia	Pantanal	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	226
407	MSV000085119	P1_A7_BA7_01_54116.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	7		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	06/26/2012 12:00	Brazil	not applicable	-19.02628|-57.65297			MSV000085119_7	not applicable	not applicable	not applicable	H	Alicia	Pantanal	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	406
625	MSV000085119	P4_A7_GA7_01_54395.mzXML	plant	plant_angiospermae	1561394|Alicia anisopetala	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	7		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	06/26/2012 12:00	Brazil	not applicable	-19.02628|-57.65297			MSV000085119_7	not applicable	not applicable	not applicable	H	Alicia	Pantanal	tropical savanna biome	Rainforest/Savanna	Humid/Dry	Winter	Liana	leaf	624
22	MSV000085119	P1_B9_GB9_02_53354.mzXML	plant	plant_angiospermae	1561738|Banisteriopsis anisandra	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	20		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	08/08/2012 12:00	Brazil	not applicable	-15.85379|-48.96191			MSV000085119_20	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Winter	Liana	leaf	21
240	MSV000085119	P4_B9_BB9_01_53836.mzXML	plant	plant_angiospermae	1561738|Banisteriopsis anisandra	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	20		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	08/08/2012 12:00	Brazil	not applicable	-15.85379|-48.96191			MSV000085119_20	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Winter	Liana	leaf	239
420	MSV000085119	P1_B9_BB9_01_54131.mzXML	plant	plant_angiospermae	1561738|Banisteriopsis anisandra	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	20		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	08/08/2012 12:00	Brazil	not applicable	-15.85379|-48.96191			MSV000085119_20	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Winter	Liana	leaf	419
638	MSV000085119	P4_B9_GB9_01_54410.mzXML	plant	plant_angiospermae	1561738|Banisteriopsis anisandra	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	20		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	08/08/2012 12:00	Brazil	not applicable	-15.85379|-48.96191			MSV000085119_20	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Winter	Liana	leaf	637
24	MSV000085119	P1_B11_GB11_02_53358.mzXML	plant	plant_angiospermae	1561740|Banisteriopsis campestris	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	22		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_22	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	23
242	MSV000085119	P4_B11_BB11_01_53838.mzXML	plant	plant_angiospermae	1561740|Banisteriopsis campestris	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	22		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_22	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	241
422	MSV000085119	P1_B11_BB11_01_54133.mzXML	plant	plant_angiospermae	1561740|Banisteriopsis campestris	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	22		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/09/2018 12:00	Brazil	not applicable	-19.33551|-43.61552			MSV000085119_22	not applicable	not applicable	not applicable	J	Banisteriopsis	tropical savanna biome	tropical savanna biome	Savanna	Dry	Fall	Shrub	leaf	421
